"år","Arbeider","Arbeiderske","Bestyrer","Betyrerinne","Brannkonstabel","Brannmann","Butikkbetjent","Butikkdame","Butikkmann","Ekspeditrise","Ekspeditør","Forfatter","Forfatterinne","Forkvinne","Formann","Forrerningskvinne","Forretningsmann","Helsebror","Helsesøster","Husfar","Husholder","Husholderske","Husmor","Jordmor","Kjøpmann","Kontordame","Kontorist","Kontormann","Kunstner","Kunstnerinne","Kvinnelig arbeider","Kvinnelig arbeiderske","Kvinnelig bestyrer","Kvinnelig brannkonstabel","Kvinnelig brannmann","Kvinnelig butikkmann","Kvinnelig ekspeditrise","Kvinnelig ekspeditør","Kvinnelig forfatter","Kvinnelig formann","Kvinnelig kjøpmann","Kvinnelig kontorist","Kvinnelig kunstner","Kvinnelig leder","Kvinnelig lege","Kvinnelig lærer","Kvinnelig pianist","Kvinnelig politibetjent","Kvinnelig politikonstabel","Kvinnelig prest","Kvinnelig sanger","Kvinnelig sangerinne","Kvinnelig skredder","Kvinnelig skuespiller","Kvinnelig skuespillerinne","Kvinnelig sykepleier","Leder","Lege","Lærer","Lærerinne","Mannlig arbeider","Mannlig brannmann","Mannlig ekspeditør","Mannlig forfatter","Mannlig formann","Mannlig jordmor","Mannlig kontorist","Mannlig kunstner","Mannlig leder","Mannlig lege","Mannlig lærer","Mannlig pianist","Mannlig politibetjent","Mannlig politikonstabel","Mannlig prest","Mannlig sanger","Mannlig skuespiller","Mannlig sykepleier","Pianist","Pianistinne","Politibetjent","Politikonstabel","Politikvinne","Politimann","Prest","Renholdsarbeider","Sanger","Sangerinne","Skredder","Skredderske","Skuespiller","Skuespillerinne","Syer","Syerske","Sykepleier","Sykepleierske","Sykesøster","Vaskedame","Vaskehjelp","Vaskekone","Yrkeskvinne","Yrkesmann"
1962,0.0164939686379785,2.76093692078871e-05,0.00321057521931716,0.00122795956381746,6.50792274185911e-05,8.0856009823098e-05,2.56372714073238e-05,0.00133248074724731,1.18325868033802e-05,0.00320728838964956,0.00129238142530253,0.00460747782804955,0.000527864844617461,7.23102526873234e-06,0.0378886003103569,1.70915142715492e-05,0.00100051095081915,NA,0.000286611547015209,9.33459625599994e-05,7.82265460890135e-05,0.00080264380482929,0.00765108210025234,0.000527864844617461,0.00302782748979829,0.00674917603946136,0.000525235380883377,0.000666569056590418,0.00282338668447322,9.20312306929571e-05,6.96807889532389e-05,NA,2.62946373408449e-06,NA,NA,NA,3.28682966760561e-06,1.31473186704224e-06,4.60156153464786e-06,1.64341483380281e-05,0.000289241010749294,NA,1.97209780056337e-06,5.25892746816898e-06,4.66729812799997e-05,0.000109780110898027,NA,NA,7.88839120225347e-06,0.000170257776781971,1.97209780056337e-06,NA,NA,1.31473186704224e-06,NA,8.54575713577459e-06,0.0135476545239368,0.00830121700850473,0.0120692385394478,0.00201022502470759,5.9162934016901e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000127528991103098,NA,NA,NA,5.12745428146475e-05,1.97209780056337e-06,1.18325868033802e-05,9.20312306929571e-06,0.000900591328923938,0.000164341483380281,0.000352348140367321,0.000415455269985349,1.31473186704224e-06,0.00137389480105915,0.00575195191830982,9.86048900281683e-06,0.00272412442851153,0.000527864844617461,0.000314878282156618,NA,0.00205952746972168,0.000543641627021968,1.44620505374647e-05,0.00145935237241689,0.00109714374304675,0.00134365596811717,0.000299758865685632,1.31473186704224e-06,0.000201153975657463,5.12745428146475e-05,0.000514717525947039,3.94419560112673e-06
1963,0.0179321195095155,2.34907798318253e-05,0.00359656202793578,0.00116773902900837,5.87269495795633e-05,0.000114981185492619,4.45088459971427e-05,0.00117639352684115,1.60726388323015e-05,0.00319041880821185,0.00158871853073134,0.00429633999555752,0.000412325003890197,6.18178416626982e-06,0.0377601922228259,1.97817093320634e-05,0.0010379215615167,1.23635683325396e-06,0.000346798091727737,0.000150217355240357,7.85086589116267e-05,0.000803013763198449,0.00934623948098334,0.000417270431223213,0.00338638136628261,0.00633014698626029,0.000670723582040275,0.000698541610788489,0.00291594759122947,7.29450531619838e-05,9.02540488275393e-05,NA,NA,NA,NA,NA,NA,1.23635683325396e-06,3.09089208313491e-06,8.03631941615076e-06,0.000256544042900197,NA,2.47271366650793e-06,1.85453524988094e-06,4.82179164969046e-05,0.000121162969658888,NA,3.09089208313491e-06,8.65449783277774e-06,0.000144653749490714,3.09089208313491e-06,NA,NA,4.32724891638887e-06,NA,4.32724891638887e-06,0.014736137095554,0.00781562972141493,0.012684402930769,0.00182548086429948,7.10905179121029e-05,NA,2.47271366650793e-06,NA,NA,NA,1.85453524988094e-06,NA,1.23635683325396e-06,2.47271366650793e-06,0.000119926612825634,NA,NA,NA,4.94542733301585e-06,6.18178416626982e-06,1.29817467491666e-05,9.27267624940473e-06,0.000893267812025988,0.000250980437150555,0.000441379389471665,0.000401815970807538,NA,0.00160479116956364,0.00590236752195442,3.276345608123e-05,0.00265507629941289,0.000469815596636506,0.000298580175230832,1.23635683325396e-06,0.00198373453895598,0.000561306002297299,9.89085466603171e-06,0.00139461050791047,0.00109232126217988,0.00117144809950813,0.000289307498981427,6.18178416626982e-07,0.000205853412736785,7.97450157448806e-05,0.000429633999555752,2.47271366650793e-06
1964,0.0154397339623554,2.29757945868385e-05,0.00325665476986587,0.00108183169940314,7.41789939517927e-05,7.35225426778831e-05,3.01967585998448e-05,0.00120327518507643,1.70677331216514e-05,0.00285425013895925,0.001235441297498,0.00424067522945647,0.000390588507976254,3.93870764345802e-06,0.0407669370123383,8.53386656082572e-06,0.000900651147804068,NA,0.000361704651924228,5.5798358282322e-05,5.84241633779607e-05,0.000731286719135373,0.00663737883050068,0.000473301368488872,0.00308794679247109,0.0064555418276277,0.000568486803205775,0.000611812587283813,0.00274002761729896,6.95838350344251e-05,7.28660914039734e-05,NA,NA,NA,NA,1.31290254781934e-06,NA,NA,NA,1.24725742042837e-05,0.000244856325168307,NA,1.31290254781934e-06,1.18161229303741e-05,0.000114878972934192,7.81177015952508e-05,NA,2.62580509563868e-06,8.53386656082572e-06,0.000131290254781934,1.31290254781934e-06,NA,NA,NA,NA,3.93870764345802e-06,0.0162248496859514,0.00859360362675149,0.0131198351603587,0.00187416838701211,4.33257840780382e-05,NA,NA,NA,NA,NA,1.31290254781934e-06,NA,5.90806146518703e-06,1.11596716564644e-05,8.99338245256248e-05,NA,NA,NA,2.62580509563868e-06,NA,1.18161229303741e-05,1.11596716564644e-05,0.000874393096847681,0.000307219196189726,0.000446386866258576,0.000394527215619712,1.31290254781934e-06,0.00153675243222254,0.00649492890406228,1.31290254781934e-05,0.00278532275519873,0.000506780383458266,0.000311814355107093,NA,0.0021111472968935,0.000563235193014497,1.11596716564644e-05,0.00139627185960587,0.00129123965578032,0.00106804622265103,0.00025864180192041,NA,0.000208095053829365,8.40257630604378e-05,0.000410282046193544,NA
1965,0.0148393059608419,1.89074593007027e-05,0.0032093887367838,0.00106430698321698,6.40413944056061e-05,7.62397552447691e-05,3.72050005594473e-05,0.00116982280447574,1.21983608391631e-05,0.00285868586265786,0.00126314026489533,0.00490435097538551,0.000467197220139945,1.21983608391631e-05,0.0371488880995872,9.75868867133045e-06,0.000841076979860293,NA,0.00030373918489516,0.00010246623104897,5.85521320279827e-05,0.000673349518321801,0.00626507812699415,0.00038302853034972,0.00239209856055988,0.00608454238657453,0.000433651727832247,0.000563564270769333,0.00305141996391664,7.68496732867273e-05,5.48926237762338e-05,NA,NA,NA,NA,NA,NA,NA,4.87934433566522e-06,3.04959020979076e-06,0.000241527544615429,NA,NA,1.21983608391631e-06,4.63537711888196e-05,8.84381160839322e-05,NA,1.21983608391631e-06,5.48926237762338e-06,0.000200053117762274,1.21983608391631e-06,NA,NA,NA,NA,4.26942629370707e-06,0.0159121517966462,0.00751053076867269,0.0131217767546877,0.0014662429728674,4.45240170629452e-05,NA,NA,NA,NA,NA,NA,NA,NA,3.04959020979076e-06,8.96579521678485e-05,NA,NA,NA,4.26942629370707e-06,NA,9.14877062937229e-06,1.03686067132886e-05,0.0010844342786016,0.000269583774545504,0.000478175744895192,0.000353142546293771,NA,0.00167056551692338,0.00552219795188912,1.70777051748283e-05,0.00290564955188864,0.000543436975384714,0.000303129266853202,6.09918041958153e-07,0.00191941207804231,0.000548316319720379,7.31901650349783e-06,0.0012796080520282,0.00149002977650377,0.000895359685594569,0.000257385413706341,NA,0.000253725905454592,8.29488537063088e-05,0.000365340907132934,4.26942629370707e-06
1966,0.0159033296797689,2.18533461394729e-05,0.00333470249468822,0.00106608891302023,4.90223710696284e-05,8.44602296741791e-05,3.18940727440956e-05,0.00121138413329889,2.48065010231855e-05,0.00317995717878168,0.00131238203032186,0.00561040364807712,0.000513258318789242,7.67820269765265e-06,0.0371630916876156,8.26883367439516e-06,0.000887718358043995,NA,0.00025397131999928,7.9735181860239e-05,7.26476101393289e-05,0.000618981263626152,0.00584724666975086,0.000424663672277866,0.002286923141947,0.00620221588677311,0.000435885660835973,0.000616618739719182,0.00311085335450281,7.8553919906754e-05,6.55600384184188e-05,NA,1.77189293022753e-06,NA,NA,5.90630976742511e-07,NA,NA,6.49694074416763e-06,1.24032505115927e-05,0.000233889866790035,NA,2.36252390697005e-06,8.26883367439516e-06,2.24439771162154e-05,0.000101588527999712,NA,NA,2.95315488371256e-06,0.000193136329394801,NA,NA,NA,4.72504781394009e-06,NA,4.13441683719758e-06,0.0162075046327913,0.00731201149207229,0.0132679342615438,0.00115527419050835,4.9613002046371e-05,NA,1.18126195348502e-06,1.77189293022753e-06,NA,NA,1.18126195348502e-06,NA,NA,NA,9.27290633485743e-05,NA,NA,NA,5.90630976742511e-06,2.95315488371256e-06,1.00407266046227e-05,5.90630976742511e-06,0.000999347612648329,0.000336659656743232,0.000416985469580213,0.000353787955068764,NA,0.00181678088445996,0.00557732831337954,5.3156787906826e-06,0.00367490593729191,0.000421119886417411,0.000248065010231855,5.90630976742511e-07,0.00228928566585397,0.000579408988184404,4.13441683719758e-06,0.00139152658120536,0.00172936749990207,0.000719979160649121,0.000220305354324957,1.77189293022753e-06,0.000285865392743376,2.71690249301555e-05,0.000340203442603687,3.54378586045507e-06
1967,0.0152654187479287,1.26844376886995e-05,0.00343929467616452,0.00129381264424735,6.28181676011785e-05,9.60393139287248e-05,4.71136257008839e-05,0.00133307399899809,1.81206252695707e-05,0.00344050271784916,0.00159340698203759,0.00529484670376857,0.000398653755930556,9.66433347710439e-06,0.0374462721195679,1.81206252695707e-05,0.000816032157973002,NA,0.000266977212305009,7.12744593936449e-05,6.46302301281356e-05,0.000655362613916141,0.00829803833177876,0.000456639756793182,0.00257071270490977,0.00702717847953953,0.000450599548369992,0.000694019947824559,0.00312761992152791,8.27508553977063e-05,4.83216673855219e-05,NA,NA,NA,NA,NA,1.20804168463805e-06,1.81206252695707e-06,6.64422926550927e-06,1.14763960040615e-05,0.000201742961334554,NA,1.81206252695707e-06,9.06031263478536e-06,2.476485453508e-05,0.000138320772891057,NA,3.02010421159512e-06,6.64422926550927e-06,8.15428137130683e-05,NA,NA,NA,4.22814589623317e-06,NA,1.69125835849327e-05,0.0160675584265284,0.00742281213125849,0.0147677055738578,0.00111864659997483,6.64422926550927e-05,NA,1.81206252695707e-06,NA,NA,NA,1.20804168463805e-06,NA,2.4160833692761e-06,6.04020842319024e-06,8.87910638208966e-05,NA,NA,NA,1.20804168463805e-06,1.81206252695707e-06,1.38924793733376e-05,4.71136257008839e-05,0.00128294026908561,0.000417378402042446,0.00039623767256128,0.000379325088976347,3.62412505391415e-06,0.00161152760730716,0.00564155466725969,1.02683543194234e-05,0.00362170897054487,0.000593148467157282,0.00028449381673226,NA,0.00217326699066385,0.000579255987783944,3.62412505391415e-06,0.001336698124052,0.00229105105491606,0.000686167676874412,0.000213219357338616,6.04020842319024e-07,0.000258520920512542,5.55699174933502e-05,0.000345499921806482,3.02010421159512e-06
1968,0.0159168790203656,1.39810817439072e-05,0.00353255332062721,0.00108819419573411,5.82545072662798e-05,8.91293961174082e-05,3.49527043597679e-05,0.00111673890429458,2.73796184151515e-05,0.0032272997025519,0.00148665502543546,0.00544097097867054,0.000411276821299936,9.90326623526757e-06,0.0372788068349105,1.33985366712444e-05,0.000732259156337138,NA,0.000245251475591038,6.00021424842682e-05,5.47592368303031e-05,0.0005371065569951,0.00575904058834443,0.000381567022594133,0.00229522758629143,0.00640857834436344,0.00035185722388833,0.000560990904974275,0.00324361096458646,7.74784946641522e-05,4.83512410310123e-05,NA,NA,NA,NA,NA,NA,NA,6.99054087195358e-06,1.68938071072212e-05,0.000189909693688072,1.7476352179884e-06,2.33018029065119e-06,8.15563101727918e-06,2.97097987058027e-05,7.98086749548034e-05,NA,1.7476352179884e-06,4.66036058130239e-06,3.90305198684075e-05,2.33018029065119e-06,NA,NA,2.33018029065119e-06,NA,6.40799579929078e-06,0.0178188886826097,0.00767270115204172,0.0138342803855961,0.000972267726274211,4.71861508856867e-05,NA,NA,NA,NA,NA,NA,NA,1.1650901453256e-06,4.07781550863959e-06,4.54385156676983e-05,NA,NA,NA,1.1650901453256e-06,3.49527043597679e-06,5.82545072662798e-06,1.7476352179884e-05,0.00157753205677086,0.000438656439715087,0.000386227383175435,0.000361760490123598,1.7476352179884e-06,0.00160258149489536,0.00607011965714636,1.33985366712444e-05,0.00350575624728472,0.000462540787694262,0.000238260934719085,1.1650901453256e-06,0.00198997396821612,0.00057031162613688,6.99054087195358e-06,0.0012699482584049,0.00263951172423514,0.000593613429043392,0.000203308230359317,NA,0.000266223098206899,3.55352494324307e-05,0.000315739429383237,6.99054087195358e-06
1969,0.0162541172331748,8.99632889618086e-06,0.0033623779249476,0.00105706864530125,5.7351596713153e-05,8.54651245137182e-05,2.41776339084861e-05,0.000897383807394041,1.79926577923617e-05,0.00323361796762101,0.00139105735557197,0.00482540591168901,0.000368287214187404,7.87178778415825e-06,0.034419392086232,4.49816444809043e-06,0.000713521335578345,NA,0.000322181028594477,6.57856550533226e-05,6.80347372773678e-05,0.000513915288194332,0.00576552228133991,0.00034073595694285,0.00210289187948228,0.00669158188709053,0.000370536296411449,0.000530783404874671,0.00315152646644336,7.87178778415826e-05,3.76721272527574e-05,NA,NA,NA,NA,5.62270556011304e-07,NA,NA,1.68681166803391e-06,2.36153633524748e-05,0.000225470492960533,NA,1.12454111202261e-06,6.74724667213565e-06,2.75512572445539e-05,0.000105144593974114,NA,NA,8.99632889618086e-06,5.90384083811869e-05,5.06043500410174e-06,NA,NA,3.37362333606782e-06,NA,1.40567639002826e-05,0.0168591203514429,0.00742590723324129,0.0145588715068007,0.000860273950697295,5.96006789371982e-05,NA,NA,NA,NA,NA,NA,1.12454111202261e-06,1.12454111202261e-06,3.93589389207913e-06,6.69101961653452e-05,NA,NA,NA,NA,2.24908222404522e-06,1.57435755683165e-05,2.19285516844409e-05,0.00169074756192599,0.000313184699698296,0.000373347649191506,0.000328366004710602,5.62270556011304e-07,0.00161709011908851,0.00612593770774316,1.34944933442713e-05,0.0032279952620609,0.000460499585373258,0.000259768996877222,NA,0.00193139935989883,0.000434072869240727,5.62270556011304e-06,0.00120100990764015,0.0023975216508322,0.000470620455381461,0.000174866142919516,1.12454111202261e-06,0.000277761654669584,4.27325622568591e-05,0.000290131606901833,2.81135278005652e-06
1970,0.0184510856923436,1.27199283914487e-05,0.00340009216307072,0.00101925339241043,3.92658659040373e-05,8.46151758213761e-05,2.26746549586694e-05,0.000750475775095473,2.5992897147743e-05,0.0028310136276446,0.0014130181321805,0.00435574591352391,0.000436348847863175,7.18952474299274e-06,0.0344284218327329,1.38260091211399e-05,0.000639314661761508,NA,0.00034786238948788,5.47509961197139e-05,2.98641797016622e-05,0.000449068776254624,0.00529978581631534,0.00032518773452921,0.00182890448654438,0.00682562418292434,0.000324081653799519,0.00050603193383372,0.00277017918751159,6.41526823220891e-05,3.98189062688829e-05,NA,1.10608072969119e-06,NA,NA,1.10608072969119e-06,NA,3.31824218907357e-06,2.21216145938238e-06,1.88033724047502e-05,0.000344544147298806,NA,NA,7.18952474299274e-06,1.93564127695958e-05,0.000101206386766744,NA,1.10608072969119e-06,4.97736328361036e-06,7.30013281596186e-05,2.21216145938238e-06,NA,NA,2.76520182422798e-06,2.21216145938238e-06,6.63648437814715e-06,0.0160990050206553,0.00761757798538323,0.0137690459635608,0.000568525495061272,7.07891667002362e-05,NA,2.76520182422798e-06,NA,NA,3.31824218907357e-06,NA,NA,NA,3.31824218907357e-06,6.30466015923979e-05,NA,NA,NA,NA,2.21216145938238e-06,7.74256510783834e-06,2.43337760532062e-05,0.00188420852302894,0.000324081653799519,0.00035283975277149,0.000288134030084555,3.31824218907357e-06,0.00137375226627646,0.00492371836822034,1.10608072969119e-05,0.00288023422011586,0.000397636022323983,0.000191351966236576,NA,0.00197988450614723,0.000424181959836572,4.42432291876476e-06,0.00102201859423466,0.00289571935033154,0.000410355950715432,0.000131070566468406,3.31824218907357e-06,0.000275967142057952,3.87128255391917e-05,0.000240572558707834,2.76520182422798e-06
1971,0.0157096541948862,5.64668926166788e-06,0.00302323743069698,0.000859990774552018,3.38801355700073e-05,6.55015954353474e-05,1.12933785233358e-05,0.000466416533013767,7.34069604016824e-06,0.0017239342315872,0.00101414539139555,0.00441853434725512,0.000303227213351565,5.64668926166788e-06,0.0299319704382491,1.46813920803365e-05,0.000621700487709634,NA,0.000308873902613233,6.71956022138478e-05,4.5173514093343e-05,0.00037437549804858,0.00624806166803551,0.000385668876571916,0.00150032533682516,0.00447330723309329,0.000294757179459063,0.000318473274358068,0.00279059383311627,4.23501694625091e-05,5.53375547643452e-05,NA,2.25867570466715e-06,NA,NA,NA,NA,NA,NA,1.01640406710022e-05,0.000324119963619736,NA,1.12933785233358e-06,6.77602711400146e-06,1.24227163756693e-05,5.5902223690512e-05,NA,NA,2.25867570466715e-06,5.70315615428456e-05,NA,NA,NA,3.38801355700073e-06,NA,1.24227163756693e-05,0.0151438559308671,0.00760891378009747,0.011825861320711,0.000457946499121265,3.04921220130065e-05,NA,3.95268248316752e-06,NA,NA,1.12933785233358e-06,1.12933785233358e-06,NA,3.95268248316752e-06,NA,2.59747706036722e-05,NA,NA,NA,4.5173514093343e-06,6.21135818783467e-06,6.21135818783467e-06,3.21861287915069e-05,0.00168384273782936,0.000303227213351565,0.000391880234759751,0.000211186178386379,3.95268248316752e-06,0.00150201934360366,0.00468336407362734,9.03470281866861e-06,0.00309495038432017,0.000362517450599078,0.000196504786306042,NA,0.00189277024051107,0.000438747755631594,7.34069604016824e-06,0.000466416533013767,0.00294248977425513,0.000300403868720731,0.000116321798790358,4.5173514093343e-06,0.000284028469861894,3.50094734223409e-05,0.000237725617916218,2.25867570466715e-06
1972,0.0146058747127661,4.53563379016105e-06,0.00270323773893598,0.000678644205852846,2.72138027409663e-05,7.99405455515884e-05,6.80345068524157e-06,0.000387796689058769,1.13390844754026e-05,0.00149222351696298,0.000830587937823242,0.00470798787418717,0.000360015932094033,1.3039947146713e-05,0.029587073121668,1.53077640417935e-05,0.000703590191698732,NA,0.000349243801842401,5.15928343630819e-05,1.70086267131039e-05,0.000298784875926859,0.00455094155420284,0.000420680034037437,0.00133177547163604,0.00383544532380493,0.000291414471017847,0.000208639154347408,0.00280982513300477,4.7624154796691e-05,4.36554752303001e-05,NA,1.70086267131039e-06,NA,NA,NA,NA,2.26781689508052e-06,1.13390844754026e-06,1.36069013704831e-05,0.000376457604583367,NA,1.70086267131039e-06,3.40172534262078e-06,1.47408098180234e-05,5.2159788586852e-05,NA,NA,5.66954223770131e-06,6.74675526286456e-05,NA,NA,NA,7.93735913278183e-06,2.26781689508052e-06,1.36069013704831e-05,0.0159370832301784,0.00743390378207395,0.0107851701987792,0.000454130333239875,2.6079894293426e-05,NA,1.13390844754026e-06,NA,NA,4.53563379016105e-06,NA,NA,3.40172534262078e-06,1.13390844754026e-06,1.81425351606442e-05,NA,NA,NA,2.26781689508052e-06,5.66954223770131e-06,7.93735913278183e-06,1.87094893844143e-05,0.00183126214277752,0.000341873396933389,0.00034584207649978,0.000211473925466259,1.02051760278624e-05,0.00150866518945232,0.00458495880762905,4.53563379016105e-06,0.00330307530768478,0.000430885210065299,0.000188228802291683,NA,0.00204103520557247,0.000583395896259465,2.26781689508052e-06,0.000380993238373528,0.00450104958251107,0.000234152094417064,8.78779046843703e-05,NA,0.000294816196360468,3.96867956639092e-05,0.000269303256290812,3.40172534262078e-06
1973,0.0152826957386635,3.88816130590407e-06,0.00282391601131662,0.000605442260490777,3.88816130590407e-05,6.99869035062733e-05,1.16644839177122e-05,0.000305498388321034,1.05535806874539e-05,0.00116867019823174,0.00070209084152325,0.00481521005155463,0.000463802098632843,3.05498388321034e-05,0.0275498446587909,8.88722584206645e-06,0.000680428228533213,NA,0.000293833904403322,6.66541938154984e-05,4.11034195195573e-05,0.000278836710794835,0.00416644256508378,0.000351045420761625,0.00124532252111956,0.00330160440032769,0.000274948549488931,0.000152193742545388,0.00298499697970407,4.88797421313655e-05,3.277164529262e-05,NA,NA,NA,NA,NA,1.11090323025831e-06,2.77725807564577e-06,3.33270969077492e-06,2.22180646051661e-05,0.000287168485021772,3.33270969077492e-06,NA,9.99812907232476e-06,2.61062259110702e-05,2.38844194505536e-05,NA,1.11090323025831e-06,6.10996776642069e-06,3.94370646741699e-05,NA,NA,NA,9.99812907232476e-06,NA,1.05535806874539e-05,0.0143350952832532,0.0074686024170266,0.0102891857186524,0.000305498388321034,3.38825485228784e-05,NA,1.66635484538746e-06,2.22180646051661e-06,NA,4.99906453616238e-06,NA,NA,2.77725807564577e-06,7.77632261180815e-06,2.05517097597787e-05,NA,NA,NA,NA,3.33270969077492e-06,1.66635484538746e-05,8.88722584206645e-06,0.00162802868394355,0.000247731420347602,0.000349934517531367,0.000193297162064945,2.83280323715868e-05,0.00139529445720443,0.00433974346900408,9.44267745719561e-06,0.00297722065709226,0.000488241969698526,0.000158859161926938,5.55451615129153e-07,0.00200073671769521,0.000493796485849817,2.77725807564577e-06,0.000266061323646864,0.00295166988279632,0.000159970065157196,5.94333228188194e-05,6.66541938154984e-06,0.000247175968732473,2.83280323715868e-05,0.000226068807357565,4.99906453616238e-06
1974,0.0165338720957143,2.2508078951386e-06,0.00260924905243942,0.000452975088896643,2.41961848727399e-05,8.38425940939127e-05,1.23794434232623e-05,0.000158681956607271,1.29421453970469e-05,0.000666801838934809,0.000620660277084468,0.00502605402984449,0.000301608257948572,5.85210052736035e-05,0.0258955448335695,6.18972171163114e-06,0.000552010636282741,NA,0.000310048787555342,8.04663822512048e-05,2.86978006630171e-05,0.000191881373060565,0.00326929846768881,0.000338183886244574,0.00127058105680574,0.0023532196543674,0.00035225143558919,0.000115916606599638,0.00307629169068068,6.69615348803733e-05,5.51447934308956e-05,NA,2.2508078951386e-06,NA,NA,NA,NA,1.1254039475693e-06,6.18972171163114e-06,1.51929532921855e-05,0.000506994478379969,NA,1.23794434232623e-05,6.75242368541579e-06,1.91318671086781e-05,3.03859065843711e-05,NA,NA,2.81350986892325e-06,4.55788598765566e-05,5.62701973784649e-06,NA,NA,5.62701973784649e-06,1.1254039475693e-06,3.93891381649254e-06,0.0150657826461102,0.00757340586516759,0.00974262197410741,0.000295981238210725,4.10772440862794e-05,NA,2.2508078951386e-06,1.1254039475693e-06,NA,NA,NA,NA,2.2508078951386e-06,7.87782763298509e-06,1.29421453970469e-05,NA,NA,NA,NA,4.50161579027719e-06,5.62701973784649e-06,9.56593355433904e-06,0.00197677203390547,0.000198633796745981,0.000374759514540576,0.000169373294109179,4.50161579027719e-06,0.00125257459364463,0.00427540959681576,2.2508078951386e-05,0.00330981300980131,0.000432155115866611,0.000265595331626354,NA,0.00164927948516281,0.000374196812566792,1.18167414494776e-05,0.000167685188187825,0.00335820537954679,0.000130546857918039,7.70901704084969e-05,2.2508078951386e-06,0.000271222351364201,1.23794434232623e-05,0.000164308976345118,1.68810592135395e-06
1975,0.0161417942759434,9.30425872888611e-06,0.00255374536641074,0.000441678634953593,2.90073948606449e-05,5.19943870143635e-05,5.473093369933e-06,0.00015926701706505,1.25881147508459e-05,0.000540741624949381,0.000564823235777086,0.00487871542995828,0.000287337401921483,0.000182254009218769,0.026388519683132,1.20408054138526e-05,0.000509544992740763,NA,0.000330574839543953,8.15490912120018e-05,3.88589629265243e-05,0.000181159390544782,0.00561265725086629,0.000354109141034665,0.00139946997469187,0.00205186270438788,0.000318534034130101,0.000110556486072647,0.00294178768633899,4.87105309924037e-05,3.99535816005109e-05,NA,3.8311653589531e-06,NA,NA,5.473093369933e-07,NA,7.1150213809129e-06,2.51762295016918e-05,1.86085174577722e-05,0.000451530203019473,NA,2.46289201646985e-05,1.80612081207789e-05,1.80612081207789e-05,5.08997683403769e-05,6.0204027069263e-06,1.0946186739866e-06,4.9257840329397e-06,0.000145036974303225,3.2838560219598e-06,NA,NA,8.75694939189281e-06,NA,2.68181575126717e-05,0.0154576576047018,0.0074663939752626,0.00980833062825693,0.00028186430855155,3.77643442525377e-05,NA,2.1892373479732e-06,2.7365466849665e-06,NA,NA,NA,2.7365466849665e-06,2.7365466849665e-06,5.473093369933e-06,2.84600855236516e-05,NA,NA,NA,2.7365466849665e-06,6.5677120439196e-06,1.03988774028727e-05,2.7365466849665e-05,0.00198290172792673,0.000125333838171466,0.000346446810316759,0.000219471044134313,7.1150213809129e-06,0.00170541589407112,0.00428816865534251,2.1892373479732e-05,0.00356243647448939,0.000311966322086181,0.000326743674185,NA,0.00173715983561674,0.000371075730481458,1.25881147508459e-05,0.000168571275793936,0.00329151835267771,0.000128070384856432,6.73190484501759e-05,2.1892373479732e-06,0.000229322612200193,3.33858695565913e-05,0.00022220759081928,1.6419280109799e-06
1976,0.0163232181398191,1.60272482880989e-06,0.00255901730999979,0.000424187838025017,2.93832885281813e-05,6.35747515427923e-05,4.27393287682637e-06,0.000153327341956146,6.94514092484285e-06,0.000577515179981163,0.000660856871079278,0.00492784460698081,0.000242011449150293,0.000164012174148212,0.0273152392574069,1.4424523459289e-05,0.000524625260630437,NA,0.000339243422098093,5.12871945219165e-05,2.45751140417516e-05,0.000180573664045914,0.00275187853106658,0.000336037972440473,0.00120364634643623,0.00174750430501238,0.000237737516273467,6.41089931523956e-05,0.00334862640899346,3.84653958914373e-05,3.63284294530242e-05,NA,3.20544965761978e-06,NA,NA,NA,NA,6.41089931523956e-06,1.28217986304791e-05,1.76299731169088e-05,0.000360078844872622,NA,7.47938253444615e-06,6.94514092484285e-06,1.86984563361154e-05,3.84653958914373e-05,2.67120804801648e-06,3.73969126722307e-06,5.87665770563626e-06,0.000158135516442576,2.67120804801648e-06,NA,NA,8.54786575365274e-06,NA,1.4424523459289e-05,0.0151201060349925,0.00711663248152551,0.00935350210093451,0.000223312992814178,1.86984563361154e-05,NA,6.94514092484285e-06,3.20544965761978e-06,NA,NA,1.06848321920659e-06,NA,NA,6.41089931523956e-06,1.81642147265121e-05,NA,NA,NA,2.67120804801648e-06,2.13696643841319e-06,1.17533154112725e-05,1.28217986304791e-05,0.00182603782162407,8.81498655845439e-05,0.000444489019189943,0.000118601637331932,8.54786575365274e-06,0.0012971386281168,0.00439894541347354,2.24381476033384e-05,0.00329092831515631,0.000298106818158639,0.000273531704116888,5.34241609603296e-07,0.00188961257316686,0.000324284657029201,1.65614898977022e-05,0.000154930066784956,0.00321827145625026,0.000112190738016692,5.34241609603296e-05,3.20544965761978e-06,0.000175231247949881,2.99175301377846e-05,0.00014103978493527,2.13696643841319e-06
